Province_State,Date,Confirmed,Deaths
Alabama,2020-05-01,7294,289
Alabama,2020-05-02,7611,288
Alabama,2020-05-03,7888,290
Alabama,2020-05-04,8112,298
Alabama,2020-05-05,8437,315
Alabama,2020-05-06,8691,343
Alabama,2020-05-07,9046,369
Alabama,2020-05-08,9385,383
Alabama,2020-05-09,9668,390
Alabama,2020-05-10,9889,393
Alabama,2020-05-11,10164,403
Alabama,2020-05-12,10464,435
Alabama,2020-05-13,10700,450
Alabama,2020-05-14,11101,473
Alabama,2020-05-15,11373,483
Alabama,2020-05-16,11674,485
Alabama,2020-05-17,11771,488
Alabama,2020-05-18,12086,489
Alabama,2020-05-19,12376,504
Alabama,2020-05-20,13052,522
Alabama,2020-05-21,13288,529
Alabama,2020-05-22,13670,541
Alabama,2020-05-23,14117,549
Alabama,2020-05-24,14478,551
Alabama,2020-05-25,14986,566
Alabama,2020-05-26,15650,580
Alabama,2020-05-27,16032,583
Alabama,2020-05-28,16530,591
Alabama,2020-05-29,17031,610
Alabama,2020-05-30,17359,618
Alabama,2020-05-31,17952,630
Alabama,2020-06-01,19014,648
Alabama,2020-06-02,19058,655
Alabama,2020-06-03,19148,655
Alabama,2020-06-04,19378,655
Alabama,2020-06-05,19701,680
Alabama,2020-06-06,20377,693
Alabama,2020-06-07,20834,696
Alabama,2020-06-08,21260,722
Alabama,2020-06-09,21773,733
Alabama,2020-06-10,22352,749
Alaska,2020-01-22,0,0
Alaska,2020-01-23,0,0
Alaska,2020-01-24,0,0
Alaska,2020-01-25,0,0
Alaska,2020-01-26,0,0
Alaska,2020-01-27,0,0
Alaska,2020-01-28,0,0
Alaska,2020-01-29,0,0
Alaska,2020-01-30,0,0
Alaska,2020-01-31,0,0
Alaska,2020-02-01,0,0
Alaska,2020-02-02,0,0
Alaska,2020-02-03,0,0
Alaska,2020-02-04,0,0
Alaska,2020-02-05,0,0
Alaska,2020-02-06,0,0
Alaska,2020-02-07,0,0
Alaska,2020-02-08,0,0
Alaska,2020-02-09,0,0
Alaska,2020-02-10,0,0
Alaska,2020-02-11,0,0
Alaska,2020-02-12,0,0
Alaska,2020-02-13,0,0
Alaska,2020-02-14,0,0
Alaska,2020-02-15,0,0
Alaska,2020-02-16,0,0
Alaska,2020-02-17,0,0
Alaska,2020-02-18,0,0
Alaska,2020-02-19,0,0
Alaska,2020-02-20,0,0
Alaska,2020-02-21,0,0
Alaska,2020-02-22,0,0
Alaska,2020-02-23,0,0
Alaska,2020-02-24,0,0
Alaska,2020-02-25,0,0
Alaska,2020-02-26,0,0
Alaska,2020-02-27,0,0
Alaska,2020-02-28,0,0
Alaska,2020-02-29,0,0
Alaska,2020-03-01,0,0
Alaska,2020-03-02,0,0
Alaska,2020-03-03,0,0
Alaska,2020-03-04,0,0
Alaska,2020-03-05,0,0
Alaska,2020-03-06,0,0
Alaska,2020-03-07,0,0
Alaska,2020-03-08,0,0
Alaska,2020-03-09,0,0
Alaska,2020-03-10,0,0
Alaska,2020-03-11,0,0
Alaska,2020-03-12,0,0
Alaska,2020-03-13,2,0
Alaska,2020-03-14,1,0
Alaska,2020-03-15,1,0
Alaska,2020-03-16,1,0
Alaska,2020-03-17,3,0
Alaska,2020-03-18,5,0
Alaska,2020-03-19,8,0
Alaska,2020-03-20,11,0
Alaska,2020-03-21,13,0
Alaska,2020-03-22,18,0
Alaska,2020-03-23,30,0
Alaska,2020-03-24,34,0
Alaska,2020-03-25,41,2
Alaska,2020-03-26,56,2
Alaska,2020-03-27,58,2
Alaska,2020-03-28,85,3
Alaska,2020-03-29,102,3
Alaska,2020-03-30,114,5
Alaska,2020-03-31,119,5
Alaska,2020-04-01,132,5
Alaska,2020-04-02,143,5
Alaska,2020-04-03,157,5
Alaska,2020-04-04,171,9
Alaska,2020-04-05,185,11
Alaska,2020-04-06,190,11
Alaska,2020-04-07,213,7
Alaska,2020-04-08,227,9
Alaska,2020-04-09,235,9
Alaska,2020-04-10,246,9
Alaska,2020-04-11,257,11
Alaska,2020-04-12,272,11
Alaska,2020-04-13,277,11
Alaska,2020-04-14,285,13
Alaska,2020-04-15,293,13
Alaska,2020-04-16,300,13
Alaska,2020-04-17,309,13
Alaska,2020-04-18,314,13
Alaska,2020-04-19,319,13
Alaska,2020-04-20,321,13
Alaska,2020-04-21,329,13
Alaska,2020-04-22,335,13
Alaska,2020-04-23,337,13
Alaska,2020-04-24,339,13
Alaska,2020-04-25,339,13
Alaska,2020-04-26,340,13
Alaska,2020-04-27,345,13
Alaska,2020-04-28,351,13
Alaska,2020-04-29,355,13
Alaska,2020-04-30,355,13
Alaska,2020-05-01,364,9
Alaska,2020-05-02,365,9
Alaska,2020-05-03,368,9
Alaska,2020-05-04,370,9
Alaska,2020-05-05,371,9
Alaska,2020-05-06,372,10
Alaska,2020-05-07,374,10
Alaska,2020-05-08,377,10
Alaska,2020-05-09,378,10
Alaska,2020-05-10,379,10
Alaska,2020-05-11,379,10
Alaska,2020-05-12,387,10
Alaska,2020-05-13,387,10
Alaska,2020-05-14,387,10
Alaska,2020-05-15,389,10
Alaska,2020-05-16,389,10
Alaska,2020-05-17,389,10
Alaska,2020-05-18,389,10
Alaska,2020-05-19,401,10
Alaska,2020-05-20,401,10
Alaska,2020-05-21,401,10
Alaska,2020-05-22,403,10
Alaska,2020-05-23,407,10
Alaska,2020-05-24,407,10
Alaska,2020-05-25,408,10
Alaska,2020-05-26,410,10
Alaska,2020-05-27,411,10
Alaska,2020-05-28,424,10
Alaska,2020-05-29,429,10
Alaska,2020-05-30,433,10
Alaska,2020-05-31,459,10
Alaska,2020-06-01,466,10
Alaska,2020-06-02,486,10
Alaska,2020-06-03,504,10
Alaska,2020-06-04,512,10
Alaska,2020-06-05,523,10
Alaska,2020-06-06,535,10
Alaska,2020-06-07,543,10
Alaska,2020-06-08,562,10
Alaska,2020-06-09,572,11
Alaska,2020-06-10,592,11
American Samoa,2020-01-22,0,0
American Samoa,2020-01-23,0,0
American Samoa,2020-01-24,0,0
American Samoa,2020-01-25,0,0
American Samoa,2020-01-26,0,0
American Samoa,2020-01-27,0,0
American Samoa,2020-01-28,0,0
American Samoa,2020-01-29,0,0
American Samoa,2020-01-30,0,0
American Samoa,2020-01-31,0,0
American Samoa,2020-02-01,0,0
American Samoa,2020-02-02,0,0
American Samoa,2020-02-03,0,0
American Samoa,2020-02-04,0,0
American Samoa,2020-02-05,0,0
American Samoa,2020-02-06,0,0
American Samoa,2020-02-07,0,0
American Samoa,2020-02-08,0,0
American Samoa,2020-02-09,0,0
American Samoa,2020-02-10,0,0
American Samoa,2020-02-11,0,0
American Samoa,2020-02-12,0,0
American Samoa,2020-02-13,0,0
American Samoa,2020-02-14,0,0
American Samoa,2020-02-15,0,0
American Samoa,2020-02-16,0,0
American Samoa,2020-02-17,0,0
American Samoa,2020-02-18,0,0
American Samoa,2020-02-19,0,0
American Samoa,2020-02-20,0,0
American Samoa,2020-02-21,0,0
American Samoa,2020-02-22,0,0
American Samoa,2020-02-23,0,0
American Samoa,2020-02-24,0,0
American Samoa,2020-02-25,0,0
American Samoa,2020-02-26,0,0
American Samoa,2020-02-27,0,0
American Samoa,2020-02-28,0,0
American Samoa,2020-02-29,0,0
American Samoa,2020-03-01,0,0
American Samoa,2020-03-02,0,0
American Samoa,2020-03-03,0,0
American Samoa,2020-03-04,0,0
American Samoa,2020-03-05,0,0
American Samoa,2020-03-06,0,0
American Samoa,2020-03-07,0,0
American Samoa,2020-03-08,0,0
American Samoa,2020-03-09,0,0
American Samoa,2020-03-10,0,0
American Samoa,2020-03-11,0,0
American Samoa,2020-03-12,0,0
American Samoa,2020-03-13,0,0
American Samoa,2020-03-14,0,0
American Samoa,2020-03-15,0,0
American Samoa,2020-03-16,0,0
American Samoa,2020-03-17,0,0
American Samoa,2020-03-18,0,0
American Samoa,2020-03-19,0,0
American Samoa,2020-03-20,0,0
American Samoa,2020-03-21,0,0
American Samoa,2020-03-22,0,0
American Samoa,2020-03-23,0,0
American Samoa,2020-03-24,0,0
American Samoa,2020-03-25,0,0
American Samoa,2020-03-26,0,0
American Samoa,2020-03-27,0,0
American Samoa,2020-03-28,0,0
American Samoa,2020-03-29,0,0
American Samoa,2020-03-30,0,0
American Samoa,2020-03-31,0,0
American Samoa,2020-04-01,0,0
American Samoa,2020-04-02,0,0
American Samoa,2020-04-03,0,0
American Samoa,2020-04-04,0,0
American Samoa,2020-04-05,0,0
American Samoa,2020-04-06,0,0
American Samoa,2020-04-07,0,0
American Samoa,2020-04-08,0,0
American Samoa,2020-04-09,0,0
American Samoa,2020-04-10,0,0
American Samoa,2020-04-11,0,0
American Samoa,2020-04-12,0,0
American Samoa,2020-04-13,0,0
American Samoa,2020-04-14,0,0
American Samoa,2020-04-15,0,0
American Samoa,2020-04-16,0,0
American Samoa,2020-04-17,0,0
American Samoa,2020-04-18,0,0
American Samoa,2020-04-19,0,0
American Samoa,2020-04-20,0,0
American Samoa,2020-04-21,0,0
American Samoa,2020-04-22,0,0
American Samoa,2020-04-23,0,0
American Samoa,2020-04-24,0,0
American Samoa,2020-04-25,0,0
American Samoa,2020-04-26,0,0
American Samoa,2020-04-27,0,0
American Samoa,2020-04-28,0,0
American Samoa,2020-04-29,0,0
American Samoa,2020-04-30,0,0
American Samoa,2020-05-01,0,0
American Samoa,2020-05-02,0,0
American Samoa,2020-05-03,0,0
American Samoa,2020-05-04,0,0
American Samoa,2020-05-05,0,0
American Samoa,2020-05-06,0,0
American Samoa,2020-05-07,0,0
American Samoa,2020-05-08,0,0
American Samoa,2020-05-09,0,0
American Samoa,2020-05-10,0,0
American Samoa,2020-05-11,0,0
American Samoa,2020-05-12,0,0
American Samoa,2020-05-13,0,0
American Samoa,2020-05-14,0,0
American Samoa,2020-05-15,0,0
American Samoa,2020-05-16,0,0
American Samoa,2020-05-17,0,0
American Samoa,2020-05-18,0,0
American Samoa,2020-05-19,0,0
American Samoa,2020-05-20,0,0
American Samoa,2020-05-21,0,0
American Samoa,2020-05-22,0,0
American Samoa,2020-05-23,0,0
American Samoa,2020-05-24,0,0
American Samoa,2020-05-25,0,0
American Samoa,2020-05-26,0,0
American Samoa,2020-05-27,0,0
American Samoa,2020-05-28,0,0
American Samoa,2020-05-29,0,0
American Samoa,2020-05-30,0,0
American Samoa,2020-05-31,0,0
American Samoa,2020-06-01,0,0
American Samoa,2020-06-02,0,0
American Samoa,2020-06-03,0,0
American Samoa,2020-06-04,0,0
American Samoa,2020-06-05,0,0
American Samoa,2020-06-06,0,0
American Samoa,2020-06-07,0,0
American Samoa,2020-06-08,0,0
American Samoa,2020-06-09,0,0
American Samoa,2020-06-10,0,0
Arizona,2020-01-22,0,0
Arizona,2020-01-23,0,0
Arizona,2020-01-24,0,0
Arizona,2020-01-25,0,0
Arizona,2020-01-26,1,0
Arizona,2020-01-27,1,0
Arizona,2020-01-28,1,0
Arizona,2020-01-29,1,0
Arizona,2020-01-30,1,0
Arizona,2020-01-31,1,0
Arizona,2020-02-01,1,0
Arizona,2020-02-02,1,0
Arizona,2020-02-03,1,0
Arizona,2020-02-04,1,0
Arizona,2020-02-05,1,0
Arizona,2020-02-06,1,0
Arizona,2020-02-07,1,0
Arizona,2020-02-08,1,0
Arizona,2020-02-09,1,0
Arizona,2020-02-10,1,0
Arizona,2020-02-11,1,0
Arizona,2020-02-12,1,0
Arizona,2020-02-13,1,0
Arizona,2020-02-14,1,0
Arizona,2020-02-15,1,0
Arizona,2020-02-16,1,0
Arizona,2020-02-17,1,0
Arizona,2020-02-18,1,0
Arizona,2020-02-19,1,0
Arizona,2020-02-20,1,0
Arizona,2020-02-21,1,0
Arizona,2020-02-22,1,0
Arizona,2020-02-23,1,0
Arizona,2020-02-24,1,0
Arizona,2020-02-25,1,0
Arizona,2020-02-26,1,0
Arizona,2020-02-27,1,0
Arizona,2020-02-28,1,0
Arizona,2020-02-29,1,0
Arizona,2020-03-01,1,0
Arizona,2020-03-02,1,0
Arizona,2020-03-03,1,0
Arizona,2020-03-04,1,0
Arizona,2020-03-05,1,0
Arizona,2020-03-06,2,0
Arizona,2020-03-07,4,0
Arizona,2020-03-08,4,0
Arizona,2020-03-09,4,0
Arizona,2020-03-10,6,0
Arizona,2020-03-11,9,0
Arizona,2020-03-12,9,0
Arizona,2020-03-13,9,0
Arizona,2020-03-14,12,0
Arizona,2020-03-15,12,0
Arizona,2020-03-16,18,0
Arizona,2020-03-17,20,0
Arizona,2020-03-18,27,0
Arizona,2020-03-19,45,0
Arizona,2020-03-20,68,0
Arizona,2020-03-21,104,1
Arizona,2020-03-22,152,2
Arizona,2020-03-23,235,2
Arizona,2020-03-24,326,7
Arizona,2020-03-25,401,8
Arizona,2020-03-26,508,12
Arizona,2020-03-27,665,15
Arizona,2020-03-28,773,19
Arizona,2020-03-29,919,23
Arizona,2020-03-30,1157,29
Arizona,2020-03-31,1289,38
Arizona,2020-04-01,1413,50
Arizona,2020-04-02,1596,38
Arizona,2020-04-03,1769,56
Arizona,2020-04-04,2019,54
Arizona,2020-04-05,2269,74
Arizona,2020-04-06,2460,75
Arizona,2020-04-07,2575,87
Arizona,2020-04-08,2726,101
Arizona,2020-04-09,3018,116
Arizona,2020-04-10,3112,132
Arizona,2020-04-11,3393,146
Arizona,2020-04-12,3542,147
Arizona,2020-04-13,3705,150
Arizona,2020-04-14,3809,167
Arizona,2020-04-15,3964,182
Arizona,2020-04-16,4237,192
Arizona,2020-04-17,4511,225
Arizona,2020-04-18,4724,180
Arizona,2020-04-19,4933,185
Arizona,2020-04-20,5068,192
Arizona,2020-04-21,5256,208
Arizona,2020-04-22,5473,231
Arizona,2020-04-23,5772,249
Arizona,2020-04-24,6045,266
Arizona,2020-04-25,6286,273
Arizona,2020-04-26,6534,275
Arizona,2020-04-27,6725,275
Arizona,2020-04-28,6955,275
Arizona,2020-04-29,7209,310
Arizona,2020-04-30,7655,322
Arizona,2020-05-01,7969,332
Arizona,2020-05-02,8364,332
Arizona,2020-05-03,8640,396
Arizona,2020-05-04,8924,396
Arizona,2020-05-05,9305,397
Arizona,2020-05-06,9707,427
Arizona,2020-05-07,9945,451
Arizona,2020-05-08,10526,518
Arizona,2020-05-09,10960,533
Arizona,2020-05-10,11119,537
Arizona,2020-05-11,11383,543
Arizona,2020-05-12,11736,563
Arizona,2020-05-13,12216,596
Arizona,2020-05-14,12674,625
Arizona,2020-05-15,13169,652
Arizona,2020-05-16,13666,680
Arizona,2020-05-17,13945,681
Arizona,2020-05-18,14208,688
Arizona,2020-05-19,14576,706
Arizona,2020-05-20,14906,748
Arizona,2020-05-21,15348,766
Arizona,2020-05-22,15624,777
Arizona,2020-05-23,16053,803
Arizona,2020-05-24,16377,803
Arizona,2020-05-25,16575,809
Arizona,2020-05-26,16864,812
Arizona,2020-05-27,17318,836
Arizona,2020-05-28,17877,863
Arizona,2020-05-29,18472,890
Arizona,2020-05-30,19258,907
Arizona,2020-05-31,19936,910
Arizona,2020-06-01,20129,921
Arizona,2020-06-02,21264,946
Arizona,2020-06-03,22356,986
Arizona,2020-06-04,22886,1002
Arizona,2020-06-05,24439,1017
Arizona,2020-06-06,25451,1045
Arizona,2020-06-07,26989,1053
Arizona,2020-06-08,27678,1055
Arizona,2020-06-09,28296,1078
Arizona,2020-06-10,29852,1103
Arkansas,2020-01-22,0,0
Arkansas,2020-01-23,0,0
Arkansas,2020-01-24,0,0
Arkansas,2020-01-25,0,0
Arkansas,2020-01-26,0,0
Arkansas,2020-01-27,0,0
Arkansas,2020-01-28,0,0
Arkansas,2020-01-29,0,0
Arkansas,2020-01-30,0,0
Arkansas,2020-01-31,0,0
Arkansas,2020-02-01,0,0
Arkansas,2020-02-02,0,0
Arkansas,2020-02-03,0,0
Arkansas,2020-02-04,0,0
Arkansas,2020-02-05,0,0
Arkansas,2020-02-06,0,0
Arkansas,2020-02-07,0,0
Arkansas,2020-02-08,0,0
Arkansas,2020-02-09,0,0
Arkansas,2020-02-10,0,0
Arkansas,2020-02-11,0,0
Arkansas,2020-02-12,0,0
Arkansas,2020-02-13,0,0
Arkansas,2020-02-14,0,0
Arkansas,2020-02-15,0,0
Arkansas,2020-02-16,0,0
Arkansas,2020-02-17,0,0
Arkansas,2020-02-18,0,0
Arkansas,2020-02-19,0,0
Arkansas,2020-02-20,0,0
Arkansas,2020-02-21,0,0
Arkansas,2020-02-22,0,0
Arkansas,2020-02-23,0,0
Arkansas,2020-02-24,0,0
Arkansas,2020-02-25,0,0
Arkansas,2020-02-26,0,0
Arkansas,2020-02-27,0,0
Arkansas,2020-02-28,0,0
Arkansas,2020-02-29,0,0
Arkansas,2020-03-01,0,0
Arkansas,2020-03-02,0,0
Arkansas,2020-03-03,0,0
Arkansas,2020-03-04,0,0
Arkansas,2020-03-05,0,0
Arkansas,2020-03-06,0,0
Arkansas,2020-03-07,0,0
Arkansas,2020-03-08,0,0
Arkansas,2020-03-09,0,0
Arkansas,2020-03-10,0,0
Arkansas,2020-03-11,0,0
Arkansas,2020-03-12,0,0
Arkansas,2020-03-13,18,0
Arkansas,2020-03-14,21,0
Arkansas,2020-03-15,3,0
Arkansas,2020-03-16,3,0
Arkansas,2020-03-17,3,0
Arkansas,2020-03-18,4,0
Arkansas,2020-03-19,120,0
Arkansas,2020-03-20,196,0
Arkansas,2020-03-21,240,0
Arkansas,2020-03-22,286,0
Arkansas,2020-03-23,195,0
Arkansas,2020-03-24,232,3
Arkansas,2020-03-25,300,3
Arkansas,2020-03-26,359,3
Arkansas,2020-03-27,416,5
Arkansas,2020-03-28,441,9
Arkansas,2020-03-29,457,11
Arkansas,2020-03-30,522,9
Arkansas,2020-03-31,557,11
Arkansas,2020-04-01,628,14
Arkansas,2020-04-02,686,18
Arkansas,2020-04-03,751,18
Arkansas,2020-04-04,796,22
Arkansas,2020-04-05,894,26
Arkansas,2020-04-06,942,26
Arkansas,2020-04-07,990,30
Arkansas,2020-04-08,1044,30
Arkansas,2020-04-09,1132,21
Arkansas,2020-04-10,1192,21
Arkansas,2020-04-11,1247,25
Arkansas,2020-04-12,1305,27
Arkansas,2020-04-13,1446,29
Arkansas,2020-04-14,1543,32
Arkansas,2020-04-15,1617,33
Arkansas,2020-04-16,1664,37
Arkansas,2020-04-17,1738,37
Arkansas,2020-04-18,1786,38
Arkansas,2020-04-19,1827,39
Arkansas,2020-04-20,2018,41
Arkansas,2020-04-21,2035,42
Arkansas,2020-04-22,2371,42
Arkansas,2020-04-23,2726,45
Arkansas,2020-04-24,2992,47
Arkansas,2020-04-25,3113,48
Arkansas,2020-04-26,3217,51
Arkansas,2020-04-27,3272,51
Arkansas,2020-04-28,3347,57
Arkansas,2020-04-29,3421,57
Arkansas,2020-04-30,3449,61
Arkansas,2020-05-01,3510,64
Arkansas,2020-05-02,3550,72
Arkansas,2020-05-03,3611,76
Arkansas,2020-05-04,3667,80
Arkansas,2020-05-05,3688,83
Arkansas,2020-05-06,3756,87
Arkansas,2020-05-07,3862,87
Arkansas,2020-05-08,3901,88
Arkansas,2020-05-09,3901,88
Arkansas,2020-05-10,4139,91
Arkansas,2020-05-11,4174,94
Arkansas,2020-05-12,4301,95
Arkansas,2020-05-13,4376,97
Arkansas,2020-05-14,4501,98
Arkansas,2020-05-15,4602,98
Arkansas,2020-05-16,4709,98
Arkansas,2020-05-17,4891,98
Arkansas,2020-05-18,4943,100
Arkansas,2020-05-19,5053,102
Arkansas,2020-05-20,5136,107
Arkansas,2020-05-21,5609,110
Arkansas,2020-05-22,5756,113
Arkansas,2020-05-23,5923,115
Arkansas,2020-05-24,6072,116
Arkansas,2020-05-25,6188,117
Arkansas,2020-05-26,6354,119
Arkansas,2020-05-27,6458,120
Arkansas,2020-05-28,6737,125
Arkansas,2020-05-29,6970,132
Arkansas,2020-05-30,7209,133
Arkansas,2020-05-31,7441,133
Arkansas,2020-06-01,7632,133
Arkansas,2020-06-02,8021,136
Arkansas,2020-06-03,8316,142
Arkansas,2020-06-04,8657,151
Arkansas,2020-06-05,8895,152
Arkansas,2020-06-06,9365,154
Arkansas,2020-06-07,9690,154
Arkansas,2020-06-08,10040,155
Arkansas,2020-06-09,10374,161
Arkansas,2020-06-10,10646,165
California,2020-01-22,0,0
California,2020-01-23,0,0
California,2020-01-24,0,0
California,2020-01-25,0,0
California,2020-01-26,2,0
California,2020-01-27,2,0
California,2020-01-28,2,0
California,2020-01-29,2,0
California,2020-01-30,2,0
California,2020-01-31,3,0
California,2020-02-01,3,0
California,2020-02-02,3,0
California,2020-02-03,6,0
California,2020-02-04,6,0
California,2020-02-05,6,0
California,2020-02-06,6,0
California,2020-02-07,6,0
California,2020-02-08,6,0
California,2020-02-09,6,0
California,2020-02-10,6,0
California,2020-02-11,7,0
California,2020-02-12,7,0
California,2020-02-13,8,0
California,2020-02-14,8,0
California,2020-02-15,8,0
California,2020-02-16,8,0
California,2020-02-17,8,0
California,2020-02-18,8,0
California,2020-02-19,8,0
California,2020-02-20,8,0
California,2020-02-21,10,0
California,2020-02-22,10,0
California,2020-02-23,10,0
California,2020-02-24,10,0
California,2020-02-25,10,0
California,2020-02-26,10,0
California,2020-02-27,11,0
California,2020-02-28,11,0
California,2020-02-29,12,0
California,2020-03-01,12,0
California,2020-03-02,21,0
California,2020-03-03,25,0
California,2020-03-04,35,1
California,2020-03-05,51,1
California,2020-03-06,59,1
California,2020-03-07,81,1
California,2020-03-08,95,1
California,2020-03-09,101,1
California,2020-03-10,144,2
California,2020-03-11,178,4
California,2020-03-12,221,4
California,2020-03-13,281,4
California,2020-03-14,373,3
California,2020-03-15,373,5
California,2020-03-16,557,7
California,2020-03-17,700,12
California,2020-03-18,828,16
California,2020-03-19,1005,18
California,2020-03-20,1243,24
California,2020-03-21,1405,25
California,2020-03-22,1646,30
California,2020-03-23,2108,39
California,2020-03-24,2538,50
California,2020-03-25,2998,65
California,2020-03-26,3899,81
California,2020-03-27,4669,94
California,2020-03-28,5095,110
California,2020-03-29,5852,125
California,2020-03-30,7138,146
California,2020-03-31,8210,173
California,2020-04-01,9399,200
California,2020-04-02,10773,238
California,2020-04-03,12004,267
California,2020-04-04,12837,289
California,2020-04-05,15034,348
California,2020-04-06,16062,380
California,2020-04-07,17393,432
California,2020-04-08,19064,497
California,2020-04-09,19714,546
California,2020-04-10,21085,583
California,2020-04-11,21710,604
California,2020-04-12,22803,640
California,2020-04-13,23931,714
California,2020-04-14,25356,767
California,2020-04-15,26686,860
California,2020-04-16,27677,956
California,2020-04-17,29157,1037
California,2020-04-18,30491,1140
California,2020-04-19,31431,1179
California,2020-04-20,33686,1227
California,2020-04-21,35465,1284
California,2020-04-22,37344,1423
California,2020-04-23,39561,1535
California,2020-04-24,41355,1623
California,2020-04-25,42368,1691
California,2020-04-26,43558,1727
California,2020-04-27,44966,1781
California,2020-04-28,46164,1866
California,2020-04-29,48747,1948
California,2020-04-30,50130,2033
California,2020-05-01,52026,2128
California,2020-05-02,53347,2182
California,2020-05-03,54903,2218
California,2020-05-04,55884,2280
California,2020-05-05,58456,2383
California,2020-05-06,60616,2466
California,2020-05-07,62148,2537
California,2020-05-08,63779,2613
California,2020-05-09,66558,2687
California,2020-05-10,67600,2716
California,2020-05-11,69329,2779
California,2020-05-12,70978,2879
California,2020-05-13,72798,2957
California,2020-05-14,74871,3052
California,2020-05-15,76693,3136
California,2020-05-16,78725,3208
California,2020-05-17,80166,3240
California,2020-05-18,81457,3279
California,2020-05-19,83752,3403
California,2020-05-20,85997,3497
California,2020-05-21,88031,3583
California,2020-05-22,90252,3665
California,2020-05-23,92539,3737
California,2020-05-24,94020,3753
California,2020-05-25,96400,3768
California,2020-05-26,99387,3818
California,2020-05-27,101050,3894
California,2020-05-28,103813,3993
California,2020-05-29,106622,4077
California,2020-05-30,109895,4144
California,2020-05-31,111951,4172
California,2020-06-01,114733,4217
California,2020-06-02,117215,4305
California,2020-06-03,119348,4374
California,2020-06-04,122168,4444
California,2020-06-05,125738,4529
California,2020-06-06,128593,4606
California,2020-06-07,130615,4632
California,2020-06-08,133816,4657
California,2020-06-09,136641,4745
California,2020-06-10,139715,4854
Colorado,2020-01-22,0,0
Colorado,2020-01-23,0,0
Colorado,2020-01-24,0,0
Colorado,2020-01-25,0,0
Colorado,2020-01-26,0,0
Colorado,2020-01-27,0,0
Colorado,2020-01-28,0,0
Colorado,2020-01-29,0,0
Colorado,2020-01-30,0,0
Colorado,2020-01-31,0,0
Colorado,2020-02-01,0,0
Colorado,2020-02-02,0,0
Colorado,2020-02-03,0,0
